,Image Name,Prediction
258,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_224025.wav at 10.488131.png,1
259,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_183612.wav at 3.141869.png,2
260,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_191227.wav at 12.258038.png,3
261,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_200709.wav at 5.532447.png,1
262,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_185242.wav at 4.40862.png,1
263,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_213625.wav at 1.7761049999999998.png,2
264,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_215847.wav at 6.271305.png,1
265,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_223411.wav at 5.473512.png,1
266,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_191408.wav at 1.9393259999999999.png,1
267,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_223847.wav at 6.192792.png,1
268,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_224458.wav at 10.012531.png,4
269,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_191133.wav at 0.5722470000000001.png,1
270,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_213127.wav at 3.230682.png,1
271,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_191227.wav at 1.3233059999999999.png,2
272,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_202649.wav at 4.5472209999999995.png,1
273,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_184907.wav at 5.072152.png,3
274,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_191227.wav at 7.293866.png,1
275,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_183456.wav at 7.255186.png,1
276,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_215048.wav at 7.9557.png,1
277,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_191303.wav at 4.98773.png,2
278,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_184300.wav at 3.149587.png,1
279,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_213743.wav at 1.0903969999999998.png,1
280,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_202623.wav at 1.514284.png,1
281,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_183612.wav at 4.766303.png,1
282,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190218_201038.wav at 3.209921.png,1
283,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_194130.wav at 10.578991.png,1
284,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_184700.wav at 5.398842.png,1
285,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190218_190818.wav at 4.818505.png,1
286,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_202455.wav at 2.242396.png,1
287,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_202455.wav at 2.87384.png,1
288,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_200634.wav at 2.867167.png,1
289,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_215048.wav at 6.837142999999999.png,1
290,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_191319.wav at 11.251106.png,0
291,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190218_204517.wav at 6.192092.png,1
292,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190218_210037.wav at 3.90596.png,1
293,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_213743.wav at 5.5842.png,1
294,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_221556.wav at 0.223985.png,1
295,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_184700.wav at 4.28982.png,3
296,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_202649.wav at 4.442889.png,1
297,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_215048.wav at 6.303656.png,1
298,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_223120.wav at 10.760291.png,1
299,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_184700.wav at 4.621196.png,3
300,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_200812.wav at 1.575488.png,1
301,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_184907.wav at 4.27987.png,1
302,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_221714.wav at 5.390723.png,1
303,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_191133.wav at 2.166914.png,1
304,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_200709.wav at 4.525563.png,1
305,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_221714.wav at 4.895238.png,1
306,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_191659.wav at 1.272003.png,1
307,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_191408.wav at 1.8365369999999999.png,1
308,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_184907.wav at 4.454105.png,3
309,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_183456.wav at 11.786775.png,3
310,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_183456.wav at 7.5610289999999996.png,1
311,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_223411.wav at 3.920814.png,1
312,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_191408.wav at 0.376275.png,1
313,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_221714.wav at 5.874197000000001.png,1
314,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190218_190818.wav at 5.438262.png,1
315,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_183456.wav at 9.086687.png,1
316,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190218_201038.wav at 2.819223.png,1
317,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_183456.wav at 8.912376.png,3
318,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_191443.wav at 1.444165.png,0
319,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_223847.wav at 7.623517999999999.png,1
320,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_213459.wav at 5.729835.png,1
321,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_213536.wav at 0.187279.png,1
322,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_202455.wav at 4.293746.png,1
323,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_213743.wav at 1.925788.png,1
324,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_213743.wav at 3.447536.png,1
325,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_191659.wav at 1.159977.png,1
326,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_215048.wav at 8.711495.png,1
327,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_191659.wav at 2.79199.png,1
328,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_191133.wav at 1.162915.png,1
329,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_184700.wav at 4.183628.png,3
330,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_223120.wav at 11.402807000000001.png,1
331,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190218_190818.wav at 3.443253.png,1
332,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_215105.wav at 0.182567.png,3
333,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_202649.wav at 5.1723.png,1
334,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190218_190818.wav at 4.702726999999999.png,1
335,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_210906.wav at 3.934301.png,2
336,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_223120.wav at 10.650034.png,1
337,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_223411.wav at 4.770562.png,1
338,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_215105.wav at 1.578684.png,1
339,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_191133.wav at 0.8517030000000001.png,1
340,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_212516.wav at 5.503556.png,4
341,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_190644.wav at 2.115882.png,1
342,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190218_210037.wav at 2.0632759999999997.png,1
343,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_185242.wav at 2.662499.png,1
344,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_184510.wav at 12.435081.png,3
345,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_224458.wav at 10.942229.png,3
346,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190218_221851.wav at 2.579964.png,1
347,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190218_222404.wav at 3.901069.png,1
348,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_191337.wav at 1.342899.png,0
349,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190218_201038.wav at 2.625143.png,1
350,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190218_222404.wav at 8.79128.png,1
351,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_191408.wav at 7.4600919999999995.png,1
352,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190218_204517.wav at 5.105135.png,1
353,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_224458.wav at 10.323277000000001.png,1
354,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_224458.wav at 9.363067.png,4
355,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_183456.wav at 8.004956.png,3
356,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_183456.wav at 7.80588.png,4
357,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_212516.wav at 5.818089.png,1
358,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_183728.wav at 6.11596.png,1
359,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_224025.wav at 10.696723.png,1
360,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_222030.wav at 3.116218.png,1
361,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_224025.wav at 9.972937.png,1
362,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_184300.wav at 0.582387.png,1
363,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_191319.wav at 9.905942.png,2
364,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_191354.wav at 3.4796980000000004.png,1
365,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_191354.wav at 5.822979.png,1
366,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_221545.wav at 2.4512810000000003.png,1
367,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_184907.wav at 7.570458.png,1
368,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_200709.wav at 6.125487000000001.png,1
369,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_202455.wav at 3.416556.png,1
370,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_224458.wav at 8.018098.png,1
371,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_183612.wav at 4.0019730000000004.png,4
372,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_202649.wav at 2.172564.png,1
373,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_223847.wav at 5.769439.png,1
374,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_183612.wav at 3.786145.png,3
375,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_191207.wav at 5.802338.png,2
376,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_191227.wav at 1.1397540000000002.png,2
377,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_191227.wav at 8.555636999999999.png,4
378,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_215847.wav at 7.2121759999999995.png,1
379,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_191529.wav at 7.622895.png,2
380,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190218_190818.wav at 2.231445.png,1
381,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_191147.wav at 3.960695.png,1
382,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_190518.wav at 5.773162.png,3
383,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_191227.wav at 5.5457220000000005.png,2
384,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_191227.wav at 2.745721.png,1
385,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_185242.wav at 3.638719.png,1
386,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_184300.wav at 0.9777319999999999.png,1
387,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_184300.wav at 1.488628.png,1
388,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_215048.wav at 5.728855.png,1
389,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190218_201257.wav at 9.5662.png,1
390,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_215048.wav at 6.463328.png,1
391,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_202649.wav at 5.36316.png,1
392,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_224025.wav at 11.021664999999999.png,1
393,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_190644.wav at 3.342802.png,1
394,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_191227.wav at 6.27365.png,1
395,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_184300.wav at 2.715419.png,1
396,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_184907.wav at 6.683323.png,3
397,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_183456.wav at 6.943067999999999.png,1
398,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190218_222404.wav at 4.750952.png,1
399,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_202455.wav at 3.098909.png,1
400,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190218_222404.wav at 4.534504.png,1
401,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_224025.wav at 9.663943.png,1
402,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_183456.wav at 6.373918.png,1
403,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_191659.wav at 3.5766190000000004.png,2
404,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_221742.wav at 5.5229669999999995.png,1
405,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_184510.wav at 4.355704.png,1
406,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_213743.wav at 2.505688.png,1
407,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_191529.wav at 9.848158999999999.png,1
408,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190218_204517.wav at 4.884222.png,1
409,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_184300.wav at 3.564179.png,1
410,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_184907.wav at 5.281187.png,4
411,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190218_222404.wav at 7.850797999999999.png,3
412,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_210906.wav at 3.5449660000000005.png,2
413,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_194130.wav at 9.460042.png,1
414,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_224458.wav at 8.569778999999999.png,1
415,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190218_201038.wav at 2.245636.png,1
416,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_191443.wav at 0.768026.png,1
417,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_183456.wav at 7.667485000000001.png,1
418,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_213743.wav at 5.084934.png,1
419,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_184700.wav at 4.828005.png,1
420,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_190518.wav at 6.478041999999999.png,1
421,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_215048.wav at 7.040005000000001.png,1
422,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_224025.wav at 9.545328999999999.png,1
423,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_215048.wav at 7.798421.png,1
424,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_184700.wav at 1.956135.png,3
425,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_183456.wav at 9.550285.png,3
426,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_191227.wav at 8.426949.png,2
427,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_191227.wav at 5.43823.png,4
428,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190218_190625.wav at 2.6810110000000003.png,1
429,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190218_201257.wav at 9.78552.png,1
430,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_213743.wav at 4.0312339999999995.png,1
431,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_191354.wav at 4.9562669999999995.png,2
432,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_191432.wav at 1.593842.png,1
433,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_203055.wav at 3.254305.png,1
434,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_213743.wav at 0.6688029999999999.png,1
435,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_224458.wav at 9.678535.png,1
436,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_213743.wav at 5.284204.png,1
437,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_202455.wav at 3.5322489999999998.png,1
438,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_184647.wav at 5.186229.png,3
439,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190218_222404.wav at 4.121386.png,3
440,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_184300.wav at 2.601324.png,1
441,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_200709.wav at 6.814931.png,1
442,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_200726.wav at 4.433761.png,3
443,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_202649.wav at 4.149473.png,1
444,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_183612.wav at 4.564108999999999.png,4
445,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_192017.wav at 3.682582.png,1
446,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_210726.wav at 2.575663.png,1
447,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_213127.wav at 5.300148.png,1
448,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_223411.wav at 6.260562999999999.png,1
449,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_213743.wav at 5.697535.png,1
450,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_223120.wav at 11.781592999999999.png,1
451,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_202455.wav at 3.95934.png,1
452,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190218_222404.wav at 7.447989999999999.png,1
453,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_184700.wav at 1.8500590000000001.png,1
454,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_202455.wav at 3.2982080000000003.png,1
455,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_185133.wav at 2.911156.png,1
456,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190218_210037.wav at 2.2897.png,1
457,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_202623.wav at 1.8177189999999999.png,1
458,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_200634.wav at 4.391145.png,1
459,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_191207.wav at 4.451783.png,2
460,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_183612.wav at 2.4144189999999996.png,1
461,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_192017.wav at 4.339077.png,1
462,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_223411.wav at 6.740142.png,1
463,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_202623.wav at 1.200798.png,1
464,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190218_222404.wav at 8.497544.png,1
465,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_191408.wav at 12.44075.png,1
466,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_200726.wav at 6.335451.png,1
467,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_213459.wav at 4.673851.png,1
468,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_215847.wav at 6.813637.png,1
469,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_191354.wav at 5.477131.png,1
470,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_183612.wav at 1.923266.png,1
471,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_200726.wav at 5.522854.png,1
472,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_202455.wav at 2.989731.png,1
473,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_183612.wav at 5.0728480000000005.png,2
474,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_202649.wav at 5.9711669999999994.png,1
475,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_184300.wav at 1.180182.png,1
476,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_191659.wav at 0.857592.png,1
477,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_202455.wav at 4.402638.png,1
478,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_184907.wav at 6.300616000000001.png,1
479,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_194130.wav at 10.150076.png,1
480,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_205659.wav at 2.211682.png,1
481,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_213743.wav at 4.206665.png,1
482,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_223120.wav at 10.080597000000001.png,1
483,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_215105.wav at 0.697851.png,3
484,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_221742.wav at 5.227962000000001.png,3
485,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190218_190818.wav at 4.257058.png,1
486,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_213743.wav at 1.547777.png,3
487,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_200709.wav at 5.889785.png,1
488,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190218_222404.wav at 6.800767.png,1
489,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_191303.wav at 6.116613.png,1
490,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_221545.wav at 2.873822.png,1
491,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190218_201257.wav at 6.951153999999999.png,1
492,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_224458.wav at 9.055762.png,4
493,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_200726.wav at 3.727029.png,1
494,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_221714.wav at 4.6029230000000005.png,3
495,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_221556.wav at 1.62634.png,1
496,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_191147.wav at 2.497911.png,3
497,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_185133.wav at 1.095901.png,1
498,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190218_190818.wav at 6.0253559999999995.png,1
499,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_202649.wav at 4.851839.png,3
500,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_191303.wav at 5.469919.png,1
501,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_191227.wav at 4.670723000000001.png,1
502,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_223120.wav at 10.184133000000001.png,1
503,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_223411.wav at 5.271751.png,1
504,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_221714.wav at 2.580788.png,1
505,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_183728.wav at 6.447225.png,3
506,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_183456.wav at 5.490211.png,1
507,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_202455.wav at 2.1281630000000002.png,1
508,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_202623.wav at 1.405783.png,1
509,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_191227.wav at 1.519983.png,2
510,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_191319.wav at 2.9127389999999997.png,1
511,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_191659.wav at 6.209124.png,1
512,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190218_190625.wav at 1.781353.png,1
513,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_205659.wav at 1.32087.png,1
514,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_210726.wav at 3.138887.png,1
515,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190218_222404.wav at 3.2714060000000003.png,1
516,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_191147.wav at 2.795223.png,1
